date,ticker,adj_close
2020-10-20,VTI,106.4788
2020-10-21,VTI,109.247
2020-10-22,VTI,106.7876
2020-10-23,VTI,107.3699
2020-10-26,VTI,106.9697
2020-10-27,VTI,106.9483
2020-10-28,VTI,107.1559
2020-10-29,VTI,107.8406
2020-10-30,VTI,107.232
2020-11-02,VTI,106.857
2020-11-03,VTI,105.9983
2020-11-04,VTI,105.8183
2020-11-05,VTI,106.6202
2020-11-06,VTI,107.3238
2020-11-09,VTI,106.9156
2020-11-10,VTI,106.1682
2020-11-11,VTI,106.9023
2020-11-12,VTI,106.797
2020-11-13,VTI,106.393
2020-11-16,VTI,105.5613
2020-11-17,VTI,105.5378
2020-11-18,VTI,107.9267
2020-11-19,VTI,108.1351
2020-11-20,VTI,107.7823
2020-11-23,VTI,107.3809
2020-11-24,VTI,107.2741
2020-11-25,VTI,108.0952
2020-11-26,VTI,108.1144
2020-11-27,VTI,108.9055
2020-11-30,VTI,108.6798
2020-12-01,VTI,108.989
2020-12-02,VTI,109.3009
2020-12-03,VTI,107.602
2020-12-04,VTI,106.5695
2020-12-07,VTI,106.8697
2020-12-08,VTI,105.576
2020-12-09,VTI,105.0053
2020-12-10,VTI,103.4311
2020-12-11,VTI,103.5629
2020-12-14,VTI,104.788
2020-12-15,VTI,106.0694
2020-12-16,VTI,106.1924
2020-12-17,VTI,106.2647
2020-12-18,VTI,105.2241
2020-12-21,VTI,107.4267
2020-12-22,VTI,108.251
2020-12-23,VTI,107.5247
2020-12-24,VTI,106.9779
2020-12-25,VTI,104.8613
2020-12-28,VTI,105.422
2020-12-29,VTI,103.2253
2020-12-30,VTI,105.0222
2020-12-31,VTI,105.3279
2021-01-01,VTI,104.5166
2021-01-04,VTI,105.2328
2021-01-05,VTI,106.8658
2021-01-06,VTI,105.3484
2021-01-07,VTI,105.4737
2021-01-08,VTI,104.6599
2021-01-11,VTI,105.7673
2021-01-12,VTI,106.8782
2021-01-13,VTI,108.4759
2021-01-14,VTI,108.8828
2021-01-15,VTI,108.9211
2021-01-18,VTI,108.8837
2021-01-19,VTI,109.1661
2021-01-20,VTI,108.8364
2021-01-21,VTI,108.787
2021-01-22,VTI,104.7089
2021-01-25,VTI,103.2686
2021-01-26,VTI,105.1803
2021-01-27,VTI,104.147
2021-01-28,VTI,104.0725
2021-01-29,VTI,103.5917
2021-02-01,VTI,101.5711
2021-02-02,VTI,102.7339
2021-02-03,VTI,103.2979
2021-02-04,VTI,102.9
2021-02-05,VTI,103.1174
2021-02-08,VTI,102.4186
2021-02-09,VTI,101.3894
2021-02-10,VTI,100.1951
2021-02-11,VTI,100.6449
2021-02-12,VTI,99.9045
2021-02-15,VTI,98.7038
2021-02-16,VTI,97.6707
2021-02-17,VTI,98.2263
2021-02-18,VTI,96.9974
2021-02-19,VTI,96.2815
2021-02-22,VTI,95.264
2021-02-23,VTI,96.6642
2021-02-24,VTI,95.5491
2021-02-25,VTI,96.2251
2021-02-26,VTI,95.654
2021-03-01,VTI,96.4234
2021-03-02,VTI,95.9905
2021-03-03,VTI,97.0702
2021-03-04,VTI,98.8809
2021-03-05,VTI,99.1285
2021-03-08,VTI,101.0166
2021-03-09,VTI,101.6033
2021-03-10,VTI,101.1588
2021-03-11,VTI,100.6455
2021-03-12,VTI,99.7474
2021-03-15,VTI,99.1553
2021-03-16,VTI,99.5875
2021-03-17,VTI,100.9619
2021-03-18,VTI,100.8418
2021-03-19,VTI,102.684
2021-03-22,VTI,103.4081
2021-03-23,VTI,102.1147
2021-03-24,VTI,102.0784
2021-03-25,VTI,100.0172
2021-03-26,VTI,100.8909
2021-03-29,VTI,102.444
2021-03-30,VTI,102.8311
2021-03-31,VTI,101.329
2021-04-01,VTI,102.6604
2021-04-02,VTI,102.6614
2021-04-05,VTI,103.6209
2021-04-06,VTI,102.5597
2021-04-07,VTI,101.1637
2021-04-08,VTI,101.184
2021-04-09,VTI,102.5504
2021-04-12,VTI,102.7856
2021-04-13,VTI,103.712
2021-04-14,VTI,102.9936
2021-04-15,VTI,102.8607
2021-04-16,VTI,101.4064
2021-04-19,VTI,101.5594
2021-04-20,VTI,102.2234
2021-04-21,VTI,100.8578
2021-04-22,VTI,102.2083
2021-04-23,VTI,102.1957
2021-04-26,VTI,102.1256
2021-04-27,VTI,103.4255
2021-04-28,VTI,103.2213
2021-04-29,VTI,101.9157
2021-04-30,VTI,101.5338
2021-05-03,VTI,102.37
2021-05-04,VTI,101.8736
2021-05-05,VTI,101.7613
2021-05-06,VTI,100.1422
2021-05-07,VTI,100.7976
2021-05-10,VTI,100.8809
2021-05-11,VTI,99.6598
2021-05-12,VTI,100.3016
2021-05-13,VTI,99.8877
2021-05-14,VTI,101.2228
2021-05-17,VTI,101.4603
2021-05-18,VTI,102.9581
2021-05-19,VTI,103.5082
2021-05-20,VTI,103.2594
2021-05-21,VTI,105.0824
2021-05-24,VTI,104.2798
2021-05-25,VTI,104.1094
2021-05-26,VTI,105.5124
2021-05-27,VTI,106.9452
2021-05-28,VTI,107.6562
2021-05-31,VTI,107.5482
2021-06-01,VTI,107.5917
2021-06-02,VTI,106.1354
2021-06-03,VTI,104.6899
2021-06-04,VTI,103.1716
2021-06-07,VTI,102.3203
2021-06-08,VTI,102.3527
2021-06-09,VTI,101.729
2021-06-10,VTI,101.0606
2021-06-11,VTI,100.0364
2021-06-14,VTI,99.813
2021-06-15,VTI,98.3322
2021-06-16,VTI,97.1962
2021-06-17,VTI,98.0399
2021-06-18,VTI,97.1511
2021-06-21,VTI,96.1771
2021-06-22,VTI,95.5159
2021-06-23,VTI,95.457
2021-06-24,VTI,96.6273
2021-06-25,VTI,97.1332
2021-06-28,VTI,96.576
2021-06-29,VTI,96.3542
2021-06-30,VTI,96.6211
2021-07-01,VTI,95.9604
2021-07-02,VTI,97.3403
2021-07-05,VTI,97.4138
2021-07-06,VTI,98.4567
2021-07-07,VTI,99.0538
2021-07-08,VTI,99.4165
2021-07-09,VTI,100.4544
2021-07-12,VTI,98.2886
2021-07-13,VTI,96.9913
2021-07-14,VTI,95.4542
2021-07-15,VTI,95.0137
2021-07-16,VTI,95.7541
2021-07-19,VTI,94.9685
2021-07-20,VTI,94.0813
2021-07-21,VTI,94.0393
2021-07-22,VTI,93.7097
2021-07-23,VTI,94.8892
2021-07-26,VTI,94.7712
2021-07-27,VTI,94.0376
2021-07-28,VTI,94.3326
2021-07-29,VTI,93.3002
2021-07-30,VTI,94.0523
2021-08-02,VTI,94.3521
2021-08-03,VTI,96.3988
2021-08-04,VTI,96.1308
2021-08-05,VTI,95.0398
2021-08-06,VTI,93.8695
2021-08-09,VTI,93.236
2021-08-10,VTI,93.4836
2021-08-11,VTI,93.6436
2021-08-12,VTI,92.9264
2021-08-13,VTI,93.3914
2021-08-16,VTI,93.2386
2021-08-17,VTI,94.2921
2021-08-18,VTI,93.4646
2021-08-19,VTI,93.2161
2021-08-20,VTI,92.8307
2021-08-23,VTI,92.1437
2021-08-24,VTI,92.7232
2021-08-25,VTI,93.8078
2021-08-26,VTI,93.6233
2021-08-27,VTI,95.8337
2021-08-30,VTI,95.1246
2021-08-31,VTI,96.2864
2021-09-01,VTI,95.8889
2021-09-02,VTI,96.232
2021-09-03,VTI,96.9808
2021-09-06,VTI,96.5852
2021-09-07,VTI,97.2055
2021-09-08,VTI,97.0044
2021-09-09,VTI,95.9112
2021-09-10,VTI,97.0775
2021-09-13,VTI,96.0131
2021-09-14,VTI,95.9864
2021-09-15,VTI,95.221
2021-09-16,VTI,95.8
2021-09-17,VTI,94.544
2021-09-20,VTI,94.6269
2021-09-21,VTI,95.6538
2021-09-22,VTI,95.4403
2021-09-23,VTI,94.6922
2021-09-24,VTI,94.3421
2021-09-27,VTI,94.5638
2021-09-28,VTI,94.2096
2021-09-29,VTI,93.4723
2021-09-30,VTI,95.4791
2021-10-01,VTI,96.9029
2021-10-04,VTI,96.3463
2021-10-05,VTI,97.4363
2021-10-06,VTI,98.0006
2021-10-07,VTI,98.2588
2021-10-08,VTI,98.084
2021-10-11,VTI,97.423
2021-10-12,VTI,98.3967
2021-10-13,VTI,97.5169
2021-10-14,VTI,97.2222
2021-10-15,VTI,97.4541
2021-10-18,VTI,97.7278
2021-10-19,VTI,97.19
2021-10-20,VTI,96.3932
2021-10-21,VTI,96.1794
2021-10-22,VTI,96.3755
2021-10-25,VTI,97.9341
2021-10-26,VTI,95.5846
2021-10-27,VTI,96.6002
2021-10-28,VTI,96.9107
2021-10-29,VTI,97.1196
2021-11-01,VTI,96.6933
2021-11-02,VTI,96.119
2021-11-03,VTI,95.6152
2021-11-04,VTI,96.8946
2021-11-05,VTI,96.3833
2021-11-08,VTI,96.2498
2021-11-09,VTI,94.1186
2021-11-10,VTI,93.8377
2021-11-11,VTI,94.2395
2021-11-12,VTI,96.2237
2021-11-15,VTI,95.5134
2021-11-16,VTI,95.0717
2021-11-17,VTI,94.5518
2021-11-18,VTI,94.0263
2021-11-19,VTI,95.0201
2021-11-22,VTI,95.2051
2021-11-23,VTI,95.3911
2021-11-24,VTI,96.4873
2021-11-25,VTI,95.1902
2021-11-26,VTI,94.7875
2021-11-29,VTI,94.1646
2021-11-30,VTI,95.55
2021-12-01,VTI,96.3373
2021-12-02,VTI,96.6949
2021-12-03,VTI,96.5689
2021-12-06,VTI,97.1349
2021-12-07,VTI,98.0452
2021-12-08,VTI,98.4517
2021-12-09,VTI,96.903
2021-12-10,VTI,96.4599
2021-12-13,VTI,95.3758
2021-12-14,VTI,94.5396
2021-12-15,VTI,92.8916
2021-12-16,VTI,93.73
2021-12-17,VTI,95.314
2021-12-20,VTI,94.606
2021-12-21,VTI,92.9996
2021-12-22,VTI,91.0714
2021-12-23,VTI,91.5158
2021-12-24,VTI,92.7986
2021-12-27,VTI,93.4203
2021-12-28,VTI,93.5727
2021-12-29,VTI,93.3901
2021-12-30,VTI,93.5089
2021-12-31,VTI,92.6154
2022-01-03,VTI,93.7109
2022-01-04,VTI,95.1531
2022-01-05,VTI,96.4612
2022-01-06,VTI,95.4198
2022-01-07,VTI,96.9727
2022-01-10,VTI,96.1975
2022-01-11,VTI,94.7147
2022-01-12,VTI,96.1189
2022-01-13,VTI,96.9737
2022-01-14,VTI,97.9804
2022-01-17,VTI,98.0302
2022-01-18,VTI,96.9994
2022-01-19,VTI,97.8895
2022-01-20,VTI,98.1552
2022-01-21,VTI,97.4581
2022-01-24,VTI,96.6808
2022-01-25,VTI,97.8424
2022-01-26,VTI,96.9715
2022-01-27,VTI,97.3504
2022-01-28,VTI,97.8934
2022-01-31,VTI,99.3016
2022-02-01,VTI,99.4776
2022-02-02,VTI,98.7497
2022-02-03,VTI,98.0978
2022-02-04,VTI,97.1753
2022-02-07,VTI,96.4816
2022-02-08,VTI,96.9115
2022-02-09,VTI,95.3206
2022-02-10,VTI,94.1434
2022-02-11,VTI,94.1666
2022-02-14,VTI,94.3004
2022-02-15,VTI,95.2443
2022-02-16,VTI,95.3569
2022-02-17,VTI,95.4017
2022-02-18,VTI,96.3152
2022-02-21,VTI,95.8421
2022-02-22,VTI,95.678
2022-02-23,VTI,97.5948
2022-02-24,VTI,97.3486
2022-02-25,VTI,97.5826
2022-02-28,VTI,98.1253
2022-03-01,VTI,97.5688
2022-03-02,VTI,97.025
2022-03-03,VTI,96.7219
2022-03-04,VTI,96.8744
2022-03-07,VTI,95.8254
2022-03-08,VTI,97.7332
2022-03-09,VTI,98.3675
2022-03-10,VTI,97.9929
2022-03-11,VTI,99.834
2022-03-14,VTI,97.4402
2022-03-15,VTI,98.4337
2022-03-16,VTI,98.6491
2022-03-17,VTI,99.3496
2022-03-18,VTI,99.866
2022-03-21,VTI,102.0404
2022-03-22,VTI,100.6925
2022-03-23,VTI,102.4183
2022-03-24,VTI,101.995
2022-03-25,VTI,103.4839
2022-03-28,VTI,102.415
2022-03-29,VTI,102.2045
2022-03-30,VTI,101.9163
2022-03-31,VTI,101.6615
2022-04-01,VTI,101.4292
2022-04-04,VTI,102.5048
2022-04-05,VTI,99.3142
2022-04-06,VTI,98.3419
2022-04-07,VTI,98.2433
2022-04-08,VTI,97.1375
2022-04-11,VTI,96.7965
2022-04-12,VTI,97.6838
2022-04-13,VTI,97.4492
2022-04-14,VTI,98.3707
2022-04-15,VTI,97.9743
2022-04-18,VTI,96.1386
2022-04-19,VTI,96.108
2022-04-20,VTI,93.8157
2022-04-21,VTI,92.7117
2022-04-22,VTI,92.9586
2022-04-25,VTI,93.5416
2022-04-26,VTI,93.0791
2022-04-27,VTI,95.07
2022-04-28,VTI,95.2592
2022-04-29,VTI,93.4328
2022-05-02,VTI,93.864
2022-05-03,VTI,93.6935
2022-05-04,VTI,93.446
2022-05-05,VTI,92.5676
2022-05-06,VTI,91.9634
2022-05-09,VTI,92.8732
2022-05-10,VTI,93.5027
2022-05-11,VTI,92.8741
2022-05-12,VTI,92.698
2022-05-13,VTI,91.2128
2022-05-16,VTI,90.6806
2022-05-17,VTI,91.4487
2022-05-18,VTI,90.2157
2022-05-19,VTI,89.233
2022-05-20,VTI,88.301
2022-05-23,VTI,85.6501
2022-05-24,VTI,87.1735
2022-05-25,VTI,86.9086
2022-05-26,VTI,87.2553
2022-05-27,VTI,87.5965
2022-05-30,VTI,89.5117
2022-05-31,VTI,90.0806
2022-06-01,VTI,88.7662
2022-06-02,VTI,89.1326
2022-06-03,VTI,88.8272
2022-06-06,VTI,89.0965
2022-06-07,VTI,88.1985
2022-06-08,VTI,89.3678
2022-06-09,VTI,90.7012
2022-06-10,VTI,91.154
2022-06-13,VTI,92.1262
2022-06-14,VTI,91.1867
2022-06-15,VTI,90.7991
2022-06-16,VTI,90.1131
2022-06-17,VTI,89.3107
2022-06-20,VTI,87.5713
2022-06-21,VTI,87.1465
2022-06-22,VTI,87.1118
2022-06-23,VTI,86.9751
2022-06-24,VTI,87.4932
2022-06-27,VTI,87.8462
2022-06-28,VTI,87.4376
2022-06-29,VTI,87.2113
2022-06-30,VTI,86.2678
2022-07-01,VTI,85.5871
2022-07-04,VTI,86.2316
2022-07-05,VTI,87.1907
2022-07-06,VTI,86.006
2022-07-07,VTI,87.2299
2022-07-08,VTI,87.7644
2022-07-11,VTI,86.671
2022-07-12,VTI,84.9255
2022-07-13,VTI,84.7588
2022-07-14,VTI,85.6234
2022-07-15,VTI,85.6463
2022-07-18,VTI,86.3401
2022-07-19,VTI,86.4144
2022-07-20,VTI,87.161
2022-07-21,VTI,87.8621
2022-07-22,VTI,87.3686
2022-07-25,VTI,86.8329
2022-07-26,VTI,86.0567
2022-07-27,VTI,86.654
2022-07-28,VTI,88.1783
2022-07-29,VTI,89.1887
2022-08-01,VTI,88.8456
2022-08-02,VTI,88.4303
2022-08-03,VTI,91.7499
2022-08-04,VTI,92.7225
2022-08-05,VTI,93.3887
2022-08-08,VTI,93.2269
2022-08-09,VTI,93.5231
2022-08-10,VTI,94.0961
2022-08-11,VTI,93.5072
2022-08-12,VTI,93.0645
2022-08-15,VTI,94.4965
2022-08-16,VTI,94.757
2022-08-17,VTI,96.1018
2022-08-18,VTI,97.9649
2022-08-19,VTI,99.2381
2022-08-22,VTI,99.5705
2022-08-23,VTI,100.2543
2022-08-24,VTI,100.2365
2022-08-25,VTI,97.9954
2022-08-26,VTI,98.9952
2022-08-29,VTI,101.0486
2022-08-30,VTI,102.3862
2022-08-31,VTI,101.9874
2022-09-01,VTI,100.0623
2022-09-02,VTI,100.9994
2022-09-05,VTI,101.6699
2022-09-06,VTI,100.0017
2022-09-07,VTI,100.0761
2022-09-08,VTI,100.5921
2022-09-09,VTI,100.157
2022-09-12,VTI,99.1963
2022-09-13,VTI,98.3932
2022-09-14,VTI,97.6511
2022-09-15,VTI,96.3065
2022-09-16,VTI,95.7521
2022-09-19,VTI,96.4954
2022-09-20,VTI,96.4741
2022-09-21,VTI,97.7622
2022-09-22,VTI,99.3959
2022-09-23,VTI,98.5724
2022-09-26,VTI,98.4188
2022-09-27,VTI,97.406
2022-09-28,VTI,98.5371
2022-09-29,VTI,99.8448
2022-09-30,VTI,99.5805
2022-10-03,VTI,100.6033
2022-10-04,VTI,100.5683
2022-10-05,VTI,102.2217
2022-10-06,VTI,103.466
2022-10-07,VTI,103.6067
2022-10-10,VTI,102.7354
2022-10-11,VTI,103.8085
2022-10-12,VTI,103.1587
2022-10-13,VTI,101.7484
2022-10-14,VTI,101.9803
2022-10-17,VTI,102.8215
2022-10-18,VTI,103.8463
2022-10-19,VTI,104.7649
2022-10-20,VTI,103.2935
2022-10-21,VTI,104.1416
2022-10-24,VTI,103.9979
2022-10-25,VTI,105.0518
2022-10-26,VTI,105.4053
2022-10-27,VTI,106.0358
2022-10-28,VTI,105.2619
2022-10-31,VTI,105.7475
2022-11-01,VTI,107.1923
2022-11-02,VTI,106.8164
2022-11-03,VTI,108.695
2022-11-04,VTI,109.2255
2022-11-07,VTI,108.847
2022-11-08,VTI,109.6342
2022-11-09,VTI,111.0921
2022-11-10,VTI,110.7403
2022-11-11,VTI,111.2663
2022-11-14,VTI,111.0626
2022-11-15,VTI,109.9449
2022-11-16,VTI,108.7025
2022-11-17,VTI,108.595
2022-11-18,VTI,108.2517
2022-11-21,VTI,108.4048
2022-11-22,VTI,108.8596
2022-11-23,VTI,107.6948
2022-11-24,VTI,107.7088
2022-11-25,VTI,106.9776
2022-11-28,VTI,108.0193
2022-11-29,VTI,105.9246
2022-11-30,VTI,104.6009
2022-12-01,VTI,105.3909
2022-12-02,VTI,104.8981
2022-12-05,VTI,105.8455
2022-12-06,VTI,103.5966
2022-12-07,VTI,103.3866
2022-12-08,VTI,103.2401
2022-12-09,VTI,103.21
2022-12-12,VTI,104.0798
2022-12-13,VTI,103.1451
2022-12-14,VTI,103.0383
2022-12-15,VTI,102.7609
2022-12-16,VTI,102.993
2022-12-19,VTI,104.9694
2022-12-20,VTI,105.0881
2022-12-21,VTI,105.3327
2022-12-22,VTI,105.3133
2022-12-23,VTI,106.2863
2022-12-26,VTI,106.5297
2022-12-27,VTI,105.4338
2022-12-28,VTI,105.1463
2022-12-29,VTI,105.0403
2022-12-30,VTI,103.5692
2023-01-02,VTI,103.9422
2023-01-03,VTI,103.5428
2023-01-04,VTI,103.0676
2023-01-05,VTI,104.2156
2023-01-06,VTI,105.2544
2023-01-09,VTI,106.5295
2023-01-10,VTI,105.3768
2023-01-11,VTI,105.7038
2023-01-12,VTI,105.9465
2023-01-13,VTI,106.9121
2023-01-16,VTI,109.6016
2023-01-17,VTI,110.0966
2023-01-18,VTI,108.1876
2023-01-19,VTI,107.6594
2023-01-20,VTI,106.1191
2023-01-23,VTI,105.4159
2023-01-24,VTI,107.5498
2023-01-25,VTI,106.9331
2023-01-26,VTI,104.6322
2023-01-27,VTI,102.1858
2023-01-30,VTI,100.2427
2023-01-31,VTI,99.6437
2023-02-01,VTI,99.6312
2023-02-02,VTI,99.6696
2023-02-03,VTI,100.8567
2023-02-06,VTI,99.4889
2023-02-07,VTI,100.4078
2023-02-08,VTI,101.0112
2023-02-09,VTI,102.2447
2023-02-10,VTI,102.9711
2023-02-13,VTI,103.0335
2023-02-14,VTI,103.5224
2023-02-15,VTI,103.1973
2023-02-16,VTI,102.7234
2023-02-17,VTI,102.0215
2023-02-20,VTI,103.0045
2023-02-21,VTI,102.9872
2023-02-22,VTI,100.6939
2023-02-23,VTI,101.352
2023-02-24,VTI,103.0836
2023-02-27,VTI,101.2799
2023-02-28,VTI,98.5463
2023-03-01,VTI,99.3348
2023-03-02,VTI,98.847
2023-03-03,VTI,98.2609
2023-03-06,VTI,99.1617
2023-03-07,VTI,97.3703
2023-03-08,VTI,98.224
2023-03-09,VTI,98.3233
2023-03-10,VTI,98.9442
2023-03-13,VTI,100.6836
2023-03-14,VTI,100.9427
2023-03-15,VTI,99.8595
2023-03-16,VTI,101.0837
2023-03-17,VTI,100.6577
2023-03-20,VTI,100.726
2023-03-21,VTI,101.8353
2023-03-22,VTI,102.8655
2023-03-23,VTI,103.1627
2023-03-24,VTI,102.2353
2023-03-27,VTI,104.5293
2023-03-28,VTI,106.0533
2023-03-29,VTI,105.939
2023-03-30,VTI,107.442
2023-03-31,VTI,107.6522
2023-04-03,VTI,108.4237
2023-04-04,VTI,108.1263
2023-04-05,VTI,105.9309
2023-04-06,VTI,105.5201
2023-04-07,VTI,105.5694
2023-04-10,VTI,105.8178
2023-04-11,VTI,105.0708
2023-04-12,VTI,105.377
2023-04-13,VTI,104.6607
2023-04-14,VTI,105.6529
2023-04-17,VTI,103.6408
2023-04-18,VTI,103.6411
2023-04-19,VTI,103.0867
2023-04-20,VTI,103.7719
2023-04-21,VTI,103.5675
2023-04-24,VTI,104.5242
2023-04-25,VTI,105.2825
2023-04-26,VTI,104.8128
2023-04-27,VTI,103.9737
2023-04-28,VTI,104.9805
2023-05-01,VTI,105.3365
2023-05-02,VTI,104.7324
2023-05-03,VTI,105.4951
2023-05-04,VTI,106.2935
2023-05-05,VTI,106.1066
2023-05-08,VTI,106.9141
2023-05-09,VTI,107.5791
2023-05-10,VTI,106.5223
2023-05-11,VTI,106.9494
2023-05-12,VTI,106.2929
2023-05-15,VTI,106.9237
2023-05-16,VTI,107.574
